time,latitude,longitude,chlor_a
2003-06-16 00:00:00+00:00,31.437498,-80.9375,1.9133726
2003-06-16 00:00:00+00:00,31.395832,-80.9375,1.5919346
2003-06-16 00:00:00+00:00,31.437498,-80.8125,1.2915362
2003-06-16 00:00:00+00:00,31.437498,-80.854164,1.4012989
2003-06-16 00:00:00+00:00,31.437498,-80.89583,1.6708548
2003-06-16 00:00:00+00:00,31.395832,-80.89583,1.4105499
2003-07-16 00:00:00+00:00,31.395832,-80.8125,1.1223922
2003-07-16 00:00:00+00:00,31.354164,-80.8125,1.0969927
2003-07-16 00:00:00+00:00,31.354164,-80.854164,1.3253956
2003-07-16 00:00:00+00:00,31.354164,-80.89583,1.6511332
2003-07-16 00:00:00+00:00,31.354164,-80.9375,1.9829948
2003-07-16 00:00:00+00:00,31.395832,-80.854164,1.3899118
2003-07-16 00:00:00+00:00,31.437498,-80.854164,1.4511111
2003-07-16 00:00:00+00:00,31.395832,-80.9375,2.2443368
2003-07-16 00:00:00+00:00,31.437498,-80.9375,2.3717575
2003-07-16 00:00:00+00:00,31.437498,-80.89583,1.8159913
2003-07-16 00:00:00+00:00,31.395832,-80.89583,1.7261972
2003-07-16 00:00:00+00:00,31.437498,-80.8125,1.2045895
2003-08-16 00:00:00+00:00,31.354164,-80.8125,1.4578292
2003-08-16 00:00:00+00:00,31.354164,-80.854164,1.516162
2003-08-16 00:00:00+00:00,31.354164,-80.89583,1.7394834
2003-08-16 00:00:00+00:00,31.395832,-80.8125,1.5849198
2003-08-16 00:00:00+00:00,31.395832,-80.854164,1.8624891
2003-08-16 00:00:00+00:00,31.354164,-80.9375,2.1719155
2003-08-16 00:00:00+00:00,31.395832,-80.9375,2.6641972
2003-08-16 00:00:00+00:00,31.437498,-80.8125,1.808483
2003-08-16 00:00:00+00:00,31.437498,-80.854164,2.19917
2003-08-16 00:00:00+00:00,31.437498,-80.89583,2.8671398
2003-08-16 00:00:00+00:00,31.437498,-80.9375,3.4265108
2003-08-16 00:00:00+00:00,31.395832,-80.89583,2.2955709
2003-09-16 00:00:00+00:00,31.395832,-80.8125,1.7352915
2003-09-16 00:00:00+00:00,31.354164,-80.8125,1.7800373
2003-09-16 00:00:00+00:00,31.354164,-80.854164,1.8552912
2003-09-16 00:00:00+00:00,31.354164,-80.89583,1.9186739
2003-09-16 00:00:00+00:00,31.354164,-80.9375,2.033327
2003-09-16 00:00:00+00:00,31.395832,-80.854164,1.7900671
2003-09-16 00:00:00+00:00,31.437498,-80.854164,1.8737724
2003-09-16 00:00:00+00:00,31.395832,-80.9375,2.0221655
2003-09-16 00:00:00+00:00,31.437498,-80.8125,1.7686148
2003-09-16 00:00:00+00:00,31.437498,-80.89583,1.9667798
2003-09-16 00:00:00+00:00,31.395832,-80.89583,1.8962855
2003-09-16 00:00:00+00:00,31.437498,-80.9375,2.2380369
2003-10-16 00:00:00+00:00,31.354164,-80.8125,2.1120417
2003-10-16 00:00:00+00:00,31.395832,-80.854164,2.229087
2003-10-16 00:00:00+00:00,31.354164,-80.854164,2.2640173
2003-10-16 00:00:00+00:00,31.354164,-80.89583,2.4781008
2003-10-16 00:00:00+00:00,31.354164,-80.9375,2.7939346
2003-10-16 00:00:00+00:00,31.395832,-80.8125,2.0978613
2003-10-16 00:00:00+00:00,31.395832,-80.89583,2.3578784
2003-10-16 00:00:00+00:00,31.437498,-80.8125,2.1311781
2003-10-16 00:00:00+00:00,31.437498,-80.854164,2.137611
2003-10-16 00:00:00+00:00,31.437498,-80.89583,2.1377912
2003-10-16 00:00:00+00:00,31.437498,-80.9375,2.5565095
2003-10-16 00:00:00+00:00,31.395832,-80.9375,2.5316904
2003-11-16 00:00:00+00:00,31.354164,-80.854164,1.8399037
2003-11-16 00:00:00+00:00,31.354164,-80.89583,1.9809939
2003-11-16 00:00:00+00:00,31.354164,-80.9375,2.2276037
2003-11-16 00:00:00+00:00,31.395832,-80.8125,1.6686132
2003-11-16 00:00:00+00:00,31.395832,-80.854164,1.7825723
2003-11-16 00:00:00+00:00,31.354164,-80.8125,1.7268893
2003-11-16 00:00:00+00:00,31.395832,-80.9375,2.4375706
2003-11-16 00:00:00+00:00,31.437498,-80.8125,1.6862415
2003-11-16 00:00:00+00:00,31.437498,-80.854164,1.8080796
2003-11-16 00:00:00+00:00,31.437498,-80.89583,1.9264735
2003-11-16 00:00:00+00:00,31.437498,-80.9375,2.840966
2003-11-16 00:00:00+00:00,31.395832,-80.89583,2.0262737
2003-12-16 00:00:00+00:00,31.354164,-80.8125,1.9567293
2003-12-16 00:00:00+00:00,31.354164,-80.854164,2.184444
2003-12-16 00:00:00+00:00,31.354164,-80.89583,2.4143817
2003-12-16 00:00:00+00:00,31.354164,-80.9375,2.7189999
2003-12-16 00:00:00+00:00,31.395832,-80.8125,1.8741275
2003-12-16 00:00:00+00:00,31.395832,-80.854164,2.09954
2003-12-16 00:00:00+00:00,31.395832,-80.89583,2.3254898
2003-12-16 00:00:00+00:00,31.437498,-80.8125,1.902384
2003-12-16 00:00:00+00:00,31.437498,-80.854164,2.1579988
2003-12-16 00:00:00+00:00,31.437498,-80.89583,2.4211862
2003-12-16 00:00:00+00:00,31.437498,-80.9375,2.8325422
2003-12-16 00:00:00+00:00,31.395832,-80.9375,2.6613524
2004-01-16 00:00:00+00:00,31.395832,-80.8125,1.7034967
2004-01-16 00:00:00+00:00,31.354164,-80.8125,1.8248451
2004-01-16 00:00:00+00:00,31.354164,-80.854164,1.985585
2004-01-16 00:00:00+00:00,31.354164,-80.89583,2.182709
2004-01-16 00:00:00+00:00,31.395832,-80.854164,1.8346574
2004-01-16 00:00:00+00:00,31.354164,-80.9375,2.4430103
2004-01-16 00:00:00+00:00,31.395832,-80.9375,2.3985982
2004-01-16 00:00:00+00:00,31.437498,-80.8125,1.6628582
2004-01-16 00:00:00+00:00,31.395832,-80.89583,2.0482235
2004-01-16 00:00:00+00:00,31.437498,-80.854164,1.8503121
2004-01-16 00:00:00+00:00,31.437498,-80.89583,2.066563
2004-01-16 00:00:00+00:00,31.437498,-80.9375,2.7560477
2004-02-16 00:00:00+00:00,31.354164,-80.854164,1.18469
2004-02-16 00:00:00+00:00,31.354164,-80.89583,1.3600191
2004-02-16 00:00:00+00:00,31.354164,-80.9375,1.7189897
2004-02-16 00:00:00+00:00,31.395832,-80.8125,1.1179539
2004-02-16 00:00:00+00:00,31.395832,-80.854164,1.2340128
2004-02-16 00:00:00+00:00,31.354164,-80.8125,1.1657139
2004-02-16 00:00:00+00:00,31.395832,-80.9375,1.6710175
2004-02-16 00:00:00+00:00,31.437498,-80.8125,1.3430206
2004-02-16 00:00:00+00:00,31.437498,-80.854164,1.4175375
2004-02-16 00:00:00+00:00,31.437498,-80.89583,1.6016362
2004-02-16 00:00:00+00:00,31.437498,-80.9375,1.9731575
2004-02-16 00:00:00+00:00,31.395832,-80.89583,1.3917202
2004-03-16 00:00:00+00:00,31.354164,-80.8125,1.3651724
2004-03-16 00:00:00+00:00,31.354164,-80.854164,1.5343412
2004-03-16 00:00:00+00:00,31.354164,-80.89583,1.6976258
2004-03-16 00:00:00+00:00,31.354164,-80.9375,1.8986974
2004-03-16 00:00:00+00:00,31.395832,-80.8125,1.3587446
2004-03-16 00:00:00+00:00,31.395832,-80.854164,1.5384896
2004-03-16 00:00:00+00:00,31.395832,-80.89583,1.7234473
2004-03-16 00:00:00+00:00,31.437498,-80.8125,1.341256
2004-03-16 00:00:00+00:00,31.437498,-80.854164,1.5035084
2004-03-16 00:00:00+00:00,31.437498,-80.89583,1.7048934
2004-03-16 00:00:00+00:00,31.437498,-80.9375,2.031739
2004-03-16 00:00:00+00:00,31.395832,-80.9375,1.9218365
2004-04-16 00:00:00+00:00,31.395832,-80.8125,1.6200327
2004-04-16 00:00:00+00:00,31.354164,-80.8125,1.7065841
2004-04-16 00:00:00+00:00,31.354164,-80.854164,1.9300559
2004-04-16 00:00:00+00:00,31.354164,-80.89583,2.24902
2004-04-16 00:00:00+00:00,31.354164,-80.9375,2.5935106
2004-04-16 00:00:00+00:00,31.395832,-80.854164,1.8684311
2004-04-16 00:00:00+00:00,31.395832,-80.89583,2.2094412
2004-04-16 00:00:00+00:00,31.395832,-80.9375,2.7469008
2004-04-16 00:00:00+00:00,31.437498,-80.8125,1.5235276
2004-04-16 00:00:00+00:00,31.437498,-80.854164,1.7181134
2004-04-16 00:00:00+00:00,31.437498,-80.89583,2.1177263
2004-04-16 00:00:00+00:00,31.437498,-80.9375,2.8892589
2004-05-16 00:00:00+00:00,31.354164,-80.854164,1.2043016
2004-05-16 00:00:00+00:00,31.354164,-80.89583,1.3825011
2004-05-16 00:00:00+00:00,31.354164,-80.9375,1.625487
2004-05-16 00:00:00+00:00,31.395832,-80.8125,1.0833118
2004-05-16 00:00:00+00:00,31.395832,-80.854164,1.2561476
2004-05-16 00:00:00+00:00,31.354164,-80.8125,1.0780017
2004-05-16 00:00:00+00:00,31.395832,-80.9375,1.7352991
2004-05-16 00:00:00+00:00,31.437498,-80.8125,1.1125554
2004-05-16 00:00:00+00:00,31.437498,-80.854164,1.2614291
2004-05-16 00:00:00+00:00,31.437498,-80.89583,1.4805104
2004-05-16 00:00:00+00:00,31.437498,-80.9375,1.8724
2004-05-16 00:00:00+00:00,31.395832,-80.89583,1.4944963
2004-06-16 00:00:00+00:00,31.354164,-80.8125,0.67998993
2004-06-16 00:00:00+00:00,31.354164,-80.854164,0.71422565
2004-06-16 00:00:00+00:00,31.354164,-80.89583,0.7433225
2004-06-16 00:00:00+00:00,31.354164,-80.9375,0.7829313
2004-06-16 00:00:00+00:00,31.395832,-80.8125,0.6868117
2004-06-16 00:00:00+00:00,31.395832,-80.854164,0.71683925
2004-06-16 00:00:00+00:00,31.395832,-80.89583,0.7586761
2004-06-16 00:00:00+00:00,31.437498,-80.8125,0.70456165
2004-06-16 00:00:00+00:00,31.437498,-80.854164,0.74198556
2004-06-16 00:00:00+00:00,31.437498,-80.89583,0.7766236
2004-06-16 00:00:00+00:00,31.437498,-80.9375,0.8797458
2004-06-16 00:00:00+00:00,31.395832,-80.9375,0.8095137
2004-07-16 00:00:00+00:00,31.395832,-80.8125,0.7973445
2004-07-16 00:00:00+00:00,31.354164,-80.854164,0.8418379
2004-07-16 00:00:00+00:00,31.354164,-80.89583,0.9094129
2004-07-16 00:00:00+00:00,31.354164,-80.9375,1.0235579
2004-07-16 00:00:00+00:00,31.395832,-80.854164,0.8681289
2004-07-16 00:00:00+00:00,31.354164,-80.8125,0.7935221
2004-07-16 00:00:00+00:00,31.395832,-80.9375,1.045804
2004-07-16 00:00:00+00:00,31.437498,-80.8125,0.8348414
2004-07-16 00:00:00+00:00,31.437498,-80.854164,0.9149839
2004-07-16 00:00:00+00:00,31.437498,-80.89583,1.003365
2004-07-16 00:00:00+00:00,31.437498,-80.9375,1.1672621
2004-07-16 00:00:00+00:00,31.395832,-80.89583,0.9367109
2004-08-16 00:00:00+00:00,31.354164,-80.854164,1.3970592
2004-08-16 00:00:00+00:00,31.354164,-80.89583,1.6723142
2004-08-16 00:00:00+00:00,31.354164,-80.9375,2.0019612
2004-08-16 00:00:00+00:00,31.395832,-80.8125,1.2181617
2004-08-16 00:00:00+00:00,31.395832,-80.854164,1.4044853
2004-08-16 00:00:00+00:00,31.354164,-80.8125,1.1648186
2004-08-16 00:00:00+00:00,31.395832,-80.9375,2.1112325
2004-08-16 00:00:00+00:00,31.437498,-80.8125,1.2654916
2004-08-16 00:00:00+00:00,31.437498,-80.854164,1.5150863
2004-08-16 00:00:00+00:00,31.437498,-80.89583,1.9154961
2004-08-16 00:00:00+00:00,31.437498,-80.9375,2.4545445
2004-08-16 00:00:00+00:00,31.395832,-80.89583,1.6948811
2004-09-16 00:00:00+00:00,31.354164,-80.8125,2.9466324
2004-09-16 00:00:00+00:00,31.354164,-80.854164,3.0963278
2004-09-16 00:00:00+00:00,31.354164,-80.89583,3.334637
2004-09-16 00:00:00+00:00,31.354164,-80.9375,3.6502402
2004-09-16 00:00:00+00:00,31.395832,-80.8125,2.948957
2004-09-16 00:00:00+00:00,31.395832,-80.854164,3.3164458
2004-09-16 00:00:00+00:00,31.395832,-80.89583,3.6217306
2004-09-16 00:00:00+00:00,31.437498,-80.8125,2.965504
2004-09-16 00:00:00+00:00,31.437498,-80.854164,3.2858675
2004-09-16 00:00:00+00:00,31.437498,-80.89583,3.6072552
2004-09-16 00:00:00+00:00,31.437498,-80.9375,4.326155
2004-09-16 00:00:00+00:00,31.395832,-80.9375,3.8493845
2004-10-16 00:00:00+00:00,31.395832,-80.8125,3.1146457
2004-10-16 00:00:00+00:00,31.354164,-80.854164,3.8472533
2004-10-16 00:00:00+00:00,31.354164,-80.89583,4.2005453
2004-10-16 00:00:00+00:00,31.354164,-80.9375,4.5216665
2004-10-16 00:00:00+00:00,31.395832,-80.854164,3.7570267
2004-10-16 00:00:00+00:00,31.354164,-80.8125,3.4558883
2004-10-16 00:00:00+00:00,31.395832,-80.9375,4.7319407
2004-10-16 00:00:00+00:00,31.437498,-80.9375,4.4151807
2004-10-16 00:00:00+00:00,31.437498,-80.89583,3.9714398
2004-10-16 00:00:00+00:00,31.395832,-80.89583,4.4546933
2004-10-16 00:00:00+00:00,31.437498,-80.8125,2.9462557
2004-10-16 00:00:00+00:00,31.437498,-80.854164,3.3890061
2004-11-16 00:00:00+00:00,31.354164,-80.8125,3.7109764
2004-11-16 00:00:00+00:00,31.354164,-80.854164,4.3002934
2004-11-16 00:00:00+00:00,31.354164,-80.89583,5.048449
2004-11-16 00:00:00+00:00,31.354164,-80.9375,5.935322
2004-11-16 00:00:00+00:00,31.395832,-80.854164,4.5598497
2004-11-16 00:00:00+00:00,31.395832,-80.8125,3.887103
2004-11-16 00:00:00+00:00,31.395832,-80.9375,5.6409063
2004-11-16 00:00:00+00:00,31.437498,-80.8125,3.6478739
2004-11-16 00:00:00+00:00,31.437498,-80.854164,4.1883807
2004-11-16 00:00:00+00:00,31.437498,-80.89583,4.8578906
2004-11-16 00:00:00+00:00,31.437498,-80.9375,5.829077
2004-11-16 00:00:00+00:00,31.395832,-80.89583,5.183001
2004-12-16 00:00:00+00:00,31.354164,-80.8125,4.5935388
2004-12-16 00:00:00+00:00,31.354164,-80.854164,5.362471
2004-12-16 00:00:00+00:00,31.354164,-80.89583,5.857405
2004-12-16 00:00:00+00:00,31.354164,-80.9375,6.081575
2004-12-16 00:00:00+00:00,31.395832,-80.8125,4.484899
2004-12-16 00:00:00+00:00,31.395832,-80.854164,5.21336
2004-12-16 00:00:00+00:00,31.395832,-80.89583,5.778405
2004-12-16 00:00:00+00:00,31.437498,-80.8125,4.1096253
2004-12-16 00:00:00+00:00,31.437498,-80.854164,4.7917976
2004-12-16 00:00:00+00:00,31.437498,-80.89583,5.3128037
2004-12-16 00:00:00+00:00,31.437498,-80.9375,5.6900945
2004-12-16 00:00:00+00:00,31.395832,-80.9375,5.941612
2005-01-16 00:00:00+00:00,31.354164,-80.8125,2.0606263
2005-01-16 00:00:00+00:00,31.354164,-80.854164,2.2916536
2005-01-16 00:00:00+00:00,31.354164,-80.89583,2.470422
2005-01-16 00:00:00+00:00,31.354164,-80.9375,2.62962
2005-01-16 00:00:00+00:00,31.395832,-80.8125,1.9275969
2005-01-16 00:00:00+00:00,31.395832,-80.854164,2.1336634
2005-01-16 00:00:00+00:00,31.395832,-80.9375,2.5078893
2005-01-16 00:00:00+00:00,31.437498,-80.8125,2.0022118
2005-01-16 00:00:00+00:00,31.437498,-80.854164,2.1919012
2005-01-16 00:00:00+00:00,31.437498,-80.89583,2.281923
2005-01-16 00:00:00+00:00,31.437498,-80.9375,2.5294046
2005-01-16 00:00:00+00:00,31.395832,-80.89583,2.2903361
2005-02-16 00:00:00+00:00,31.395832,-80.8125,1.0118898
2005-02-16 00:00:00+00:00,31.354164,-80.8125,0.97350836
2005-02-16 00:00:00+00:00,31.354164,-80.854164,1.1254519
2005-02-16 00:00:00+00:00,31.354164,-80.89583,1.3280663
2005-02-16 00:00:00+00:00,31.354164,-80.9375,1.5288584
2005-02-16 00:00:00+00:00,31.395832,-80.854164,1.1643844
2005-02-16 00:00:00+00:00,31.437498,-80.854164,1.1931576
2005-02-16 00:00:00+00:00,31.395832,-80.9375,1.6688745
2005-02-16 00:00:00+00:00,31.437498,-80.8125,1.0582365
2005-02-16 00:00:00+00:00,31.395832,-80.89583,1.4102513
2005-02-16 00:00:00+00:00,31.437498,-80.89583,1.4656498
2005-02-16 00:00:00+00:00,31.437498,-80.9375,1.8498886
2005-03-16 00:00:00+00:00,31.354164,-80.854164,1.7913251
2005-03-16 00:00:00+00:00,31.354164,-80.89583,2.1007147
2005-03-16 00:00:00+00:00,31.354164,-80.9375,2.4519958
2005-03-16 00:00:00+00:00,31.395832,-80.8125,1.346251
2005-03-16 00:00:00+00:00,31.395832,-80.854164,1.7356725
2005-03-16 00:00:00+00:00,31.354164,-80.8125,1.4745616
2005-03-16 00:00:00+00:00,31.395832,-80.9375,2.4719665
2005-03-16 00:00:00+00:00,31.437498,-80.8125,1.30732
2005-03-16 00:00:00+00:00,31.437498,-80.854164,1.652007
2005-03-16 00:00:00+00:00,31.437498,-80.89583,2.0563214
2005-03-16 00:00:00+00:00,31.437498,-80.9375,2.4509656
2005-03-16 00:00:00+00:00,31.395832,-80.89583,2.113518
2005-04-16 00:00:00+00:00,31.354164,-80.8125,2.6916802
2005-04-16 00:00:00+00:00,31.354164,-80.854164,3.1330764
2005-04-16 00:00:00+00:00,31.354164,-80.89583,3.59383
2005-04-16 00:00:00+00:00,31.354164,-80.9375,4.1355367
2005-04-16 00:00:00+00:00,31.395832,-80.8125,2.7227867
2005-04-16 00:00:00+00:00,31.395832,-80.854164,3.171673
2005-04-16 00:00:00+00:00,31.395832,-80.89583,3.6435094
2005-04-16 00:00:00+00:00,31.437498,-80.8125,2.706512
2005-04-16 00:00:00+00:00,31.437498,-80.854164,3.049062
2005-04-16 00:00:00+00:00,31.437498,-80.89583,3.6163957
2005-04-16 00:00:00+00:00,31.437498,-80.9375,4.291807
2005-04-16 00:00:00+00:00,31.395832,-80.9375,4.29507
2005-05-16 00:00:00+00:00,31.354164,-80.9375,2.6329753
2005-05-16 00:00:00+00:00,31.354164,-80.8125,1.7426019
2005-05-16 00:00:00+00:00,31.354164,-80.854164,2.0023165
2005-05-16 00:00:00+00:00,31.354164,-80.89583,2.3316915
2005-05-16 00:00:00+00:00,31.395832,-80.8125,1.7937951
2005-05-16 00:00:00+00:00,31.395832,-80.854164,2.0550027
2005-05-16 00:00:00+00:00,31.395832,-80.9375,2.7302668
2005-05-16 00:00:00+00:00,31.437498,-80.8125,1.927524
2005-05-16 00:00:00+00:00,31.437498,-80.854164,2.14161
2005-05-16 00:00:00+00:00,31.437498,-80.89583,2.5070539
2005-05-16 00:00:00+00:00,31.437498,-80.9375,3.0316327
2005-05-16 00:00:00+00:00,31.395832,-80.89583,2.4036138
2005-06-16 00:00:00+00:00,31.354164,-80.8125,2.0346758
2005-06-16 00:00:00+00:00,31.354164,-80.854164,2.1020465
2005-06-16 00:00:00+00:00,31.354164,-80.9375,2.3207648
2005-06-16 00:00:00+00:00,31.395832,-80.8125,1.8139192
2005-06-16 00:00:00+00:00,31.395832,-80.854164,1.9756882
2005-06-16 00:00:00+00:00,31.354164,-80.89583,2.1403325
2005-06-16 00:00:00+00:00,31.395832,-80.9375,2.5002744
2005-06-16 00:00:00+00:00,31.437498,-80.8125,1.9414012
2005-06-16 00:00:00+00:00,31.437498,-80.854164,2.1822536
2005-06-16 00:00:00+00:00,31.437498,-80.89583,2.3929605
2005-06-16 00:00:00+00:00,31.437498,-80.9375,2.793437
2005-06-16 00:00:00+00:00,31.395832,-80.89583,2.2289648
2005-07-16 00:00:00+00:00,31.354164,-80.8125,3.8185842
2005-07-16 00:00:00+00:00,31.354164,-80.854164,4.1003804
2005-07-16 00:00:00+00:00,31.354164,-80.89583,4.531639
2005-07-16 00:00:00+00:00,31.354164,-80.9375,4.8884897
2005-07-16 00:00:00+00:00,31.395832,-80.8125,3.6147609
2005-07-16 00:00:00+00:00,31.395832,-80.854164,3.8400247
2005-07-16 00:00:00+00:00,31.437498,-80.8125,3.6407645
2005-07-16 00:00:00+00:00,31.395832,-80.9375,5.017191
2005-07-16 00:00:00+00:00,31.437498,-80.854164,3.7182386
2005-07-16 00:00:00+00:00,31.437498,-80.89583,4.050009
2005-07-16 00:00:00+00:00,31.437498,-80.9375,4.2516294
2005-07-16 00:00:00+00:00,31.395832,-80.89583,4.4820642
2005-08-16 00:00:00+00:00,31.354164,-80.9375,3.0703638
2005-08-16 00:00:00+00:00,31.354164,-80.89583,2.682081
2005-08-16 00:00:00+00:00,31.395832,-80.8125,2.1519706
2005-08-16 00:00:00+00:00,31.354164,-80.8125,2.1275203
2005-08-16 00:00:00+00:00,31.354164,-80.854164,2.4160762
2005-08-16 00:00:00+00:00,31.395832,-80.854164,2.4980125
2005-08-16 00:00:00+00:00,31.395832,-80.89583,2.901238
2005-08-16 00:00:00+00:00,31.395832,-80.9375,3.339838
2005-08-16 00:00:00+00:00,31.437498,-80.8125,2.384616
2005-08-16 00:00:00+00:00,31.437498,-80.854164,2.8903694
2005-08-16 00:00:00+00:00,31.437498,-80.89583,3.168823
2005-08-16 00:00:00+00:00,31.437498,-80.9375,4.2120066
2005-09-16 00:00:00+00:00,31.354164,-80.8125,1.8322093
2005-09-16 00:00:00+00:00,31.354164,-80.854164,2.0413647
2005-09-16 00:00:00+00:00,31.354164,-80.89583,2.212862
2005-09-16 00:00:00+00:00,31.354164,-80.9375,2.4094372
2005-09-16 00:00:00+00:00,31.395832,-80.8125,1.7919897
2005-09-16 00:00:00+00:00,31.395832,-80.854164,2.0312274
2005-09-16 00:00:00+00:00,31.395832,-80.9375,2.456375
2005-09-16 00:00:00+00:00,31.437498,-80.8125,1.8741913
2005-09-16 00:00:00+00:00,31.437498,-80.854164,2.117349
2005-09-16 00:00:00+00:00,31.437498,-80.89583,2.212728
2005-09-16 00:00:00+00:00,31.437498,-80.9375,2.5194337
2005-09-16 00:00:00+00:00,31.395832,-80.89583,2.2157338
2005-10-16 00:00:00+00:00,31.395832,-80.8125,1.6392834
2005-10-16 00:00:00+00:00,31.354164,-80.8125,1.727835
2005-10-16 00:00:00+00:00,31.354164,-80.854164,2.0181274
2005-10-16 00:00:00+00:00,31.354164,-80.89583,2.3309069
2005-10-16 00:00:00+00:00,31.354164,-80.9375,2.7426758
2005-10-16 00:00:00+00:00,31.395832,-80.854164,1.9393253
2005-10-16 00:00:00+00:00,31.437498,-80.9375,3.2121756
2005-10-16 00:00:00+00:00,31.395832,-80.9375,2.8826034
2005-10-16 00:00:00+00:00,31.437498,-80.8125,1.7860377
2005-10-16 00:00:00+00:00,31.437498,-80.854164,2.136643
2005-10-16 00:00:00+00:00,31.437498,-80.89583,2.4475105
2005-10-16 00:00:00+00:00,31.395832,-80.89583,2.3069856
2005-11-16 00:00:00+00:00,31.395832,-80.8125,1.3766426
2005-11-16 00:00:00+00:00,31.354164,-80.8125,1.3991811
2005-11-16 00:00:00+00:00,31.354164,-80.854164,1.6632477
2005-11-16 00:00:00+00:00,31.354164,-80.89583,1.9392772
2005-11-16 00:00:00+00:00,31.354164,-80.9375,2.2951312
